opportunity_id,account_id,product_id,agent_id,deal_stage,engage_date,close_date,close_value,expected_value,win_probability,deal_source,discount_pct
50A26F5D,ACC020,PRD004,AGT009,Engaging,13-11-2016,,,2442.96,0.72,Referral,
RTYHIROU,ACC081,PRD007,AGT029,Won,25-08-2017,31-12-2017,19111.22,26768,1,Referral,0.07
34OQ49T3,ACC050,PRD007,AGT017,Engaging,25-08-2017,,,14454.72,0.54,Outbound,
TZ104G4Q,ACC078,PRD005,AGT010,Won,04-05-2017,23-10-2017,6997.56,5482,1,Outbound,0.18
AQ4Y23UP,ACC041,PRD002,AGT023,Won,05-12-2016,19-04-2017,5611.52,4821,1,Referral,0.19
NIYJMMMB,ACC036,PRD004,AGT024,Engaging,04-01-2017,,,1934.01,0.57,Event,
BCRNPBDW,ACC025,PRD003,AGT024,Engaging,31-08-2017,,,40.7,0.74,Outbound,
AKHZJGLO,ACC066,PRD001,AGT017,Engaging,18-10-2017,,,396,0.72,Outbound,
R4R5DA6O,ACC049,PRD005,AGT021,Lost,20-06-2017,10-11-2017,5.66,0,0,Outbound,0.03
EES83OF7,ACC052,PRD007,AGT027,Engaging,17-10-2017,,,17131.52,0.64,Outbound,
PVJIHZ9U,ACC024,PRD006,AGT030,Won,06-12-2016,12-04-2017,917.81,1096,1,Inbound,0.15
ZN1WB3WL,ACC012,PRD001,AGT017,Won,04-09-2017,31-12-2017,409.06,550,1,Outbound,0.04
NFF7W8V2,ACC014,PRD003,AGT018,Won,20-01-2017,05-05-2017,44.14,55,1,Outbound,0.02
SKEIW300,ACC028,PRD001,AGT026,Won,19-03-2017,10-06-2017,441.23,550,1,Referral,0.05
9P55S5ZR,ACC015,PRD001,AGT008,Won,03-11-2016,01-04-2017,469.07,550,1,Outbound,0.11
GZ096OR4,ACC062,PRD007,AGT030,Won,30-05-2017,11-11-2017,30095.88,26768,1,Referral,0.22
WZJAT5BM,ACC050,PRD002,AGT007,Won,16-05-2017,08-11-2017,5951.16,4821,1,Partner,0.13
A2O9R5E6,ACC009,PRD006,AGT032,Lost,12-06-2017,05-10-2017,4.03,0,0,Event,0.19
Z6XG0RWB,ACC023,PRD003,AGT022,Lost,14-04-2017,07-10-2017,5.82,0,0,Referral,0.04
V8YZEYXC,ACC016,PRD002,AGT031,Engaging,26-12-2017,,,3085.44,0.64,Inbound,
A3YXMJYO,ACC037,PRD003,AGT017,Won,09-02-2017,06-07-2017,53.86,55,1,Event,0.06
HQ21LTWH,ACC066,PRD005,AGT003,Lost,21-12-2016,14-05-2017,7.36,0,0,Referral,0.08
HXGAPTRB,ACC015,PRD003,AGT006,Won,26-03-2017,28-05-2017,51.98,55,1,Outbound,0.14
JEUM7G4D,ACC077,PRD001,AGT010,Engaging,04-10-2017,,,308,0.56,Inbound,
OBP48TEX,ACC010,PRD005,AGT031,Won,16-05-2017,06-09-2017,7137.73,5482,1,Inbound,0.11
H5GYAYXH,ACC044,PRD002,AGT009,Won,21-07-2017,24-09-2017,4383.99,4821,1,Inbound,0.13
JVWGFB77,ACC045,PRD007,AGT021,Lost,25-07-2017,31-12-2017,2.96,0,0,Inbound,0
E0I1Y8SA,ACC027,PRD005,AGT025,Lost,24-11-2016,23-04-2017,6.64,0,0,Event,0.01
4TWOET85,ACC075,PRD001,AGT019,Lost,20-10-2016,07-04-2017,9.1,0,0,Outbound,0.02
68HVHD70,ACC041,PRD007,AGT013,Prospecting,03-04-2017,,,3479.84,0.13,Referral,
8CXOWK8A,ACC016,PRD004,AGT012,Won,17-11-2016,19-12-2016,3057.5,3393,1,Partner,0.12
NR3MA4G0,ACC013,PRD005,AGT019,Prospecting,17-10-2017,,,1480.14,0.27,Partner,
3EZJR6W4,ACC058,PRD005,AGT030,Lost,05-06-2017,01-08-2017,6.32,0,0,Partner,0.15
U8FTHHY1,ACC073,PRD006,AGT029,Engaging,11-09-2017,,,558.96,0.51,Event,
7FN772JL,ACC021,PRD005,AGT009,Won,13-05-2017,24-10-2017,5861.15,5482,1,Outbound,0.02
1PSXHEKA,ACC028,PRD004,AGT015,Lost,20-11-2017,31-12-2017,0.77,0,0,Event,0.16
OO59WBTH,ACC083,PRD005,AGT010,Won,11-01-2017,09-03-2017,6575.22,5482,1,Referral,0.19
YEGIK5GM,ACC013,PRD002,AGT031,Lost,21-12-2016,23-01-2017,0.04,0,0,Inbound,0.07
TAHIA9ZS,ACC053,PRD006,AGT009,Engaging,15-08-2017,,,558.96,0.51,Referral,
Q7HGYG4D,ACC049,PRD002,AGT008,Engaging,15-05-2017,,,3230.07,0.67,Referral,
XW5WUFIA,ACC040,PRD006,AGT022,Prospecting,06-11-2017,,,142.48,0.13,Event,
VUKW2U1R,ACC064,PRD004,AGT022,Won,27-02-2017,24-08-2017,3000.85,3393,1,Outbound,0.23
45GI2JPN,ACC031,PRD003,AGT009,Prospecting,21-10-2017,,,12.65,0.23,Referral,
4L874SBJ,ACC018,PRD002,AGT016,Won,31-10-2017,31-12-2017,5066.57,4821,1,Inbound,0.06
G50D24E8,ACC030,PRD002,AGT018,Lost,08-02-2017,02-04-2017,0.11,0,0,Outbound,0.1
Q5GIUY4Y,ACC055,PRD001,AGT003,Engaging,01-12-2017,,,280.5,0.51,Inbound,
OADENH0D,ACC075,PRD007,AGT017,Engaging,11-07-2017,,,17934.56,0.67,Outbound,
C0HCZ7QG,ACC031,PRD001,AGT016,Prospecting,13-05-2017,,,60.5,0.11,Partner,
AYYCL8M0,ACC077,PRD003,AGT005,Won,24-11-2017,31-12-2017,66.43,55,1,Inbound,0.01
BD6I2Q5Y,ACC006,PRD006,AGT016,Engaging,10-12-2017,,,635.68,0.58,Outbound,
SKR74EHM,ACC069,PRD006,AGT024,Lost,19-05-2017,29-10-2017,4.2,0,0,Inbound,0.18
UBHAYFRI,ACC008,PRD003,AGT013,Won,17-08-2017,26-11-2017,56.52,55,1,Inbound,0.17
R367ZY6F,ACC019,PRD001,AGT014,Won,03-10-2016,20-03-2017,551,550,1,Outbound,0.02
1GKI0A3J,ACC046,PRD007,AGT025,Won,15-10-2017,31-12-2017,36596.29,26768,1,Inbound,0.17
NV0ICW6H,ACC070,PRD007,AGT034,Won,20-07-2017,27-12-2017,24163.75,26768,1,Referral,0.23
7M6EM16O,ACC032,PRD006,AGT021,Prospecting,26-07-2017,,,153.44,0.14,Inbound,
KL2NRSV9,ACC016,PRD005,AGT013,Won,24-12-2017,31-12-2017,6230.21,5482,1,Inbound,0.1
NBEOOT86,ACC018,PRD001,AGT011,Engaging,12-09-2017,,,434.5,0.79,Outbound,
ZXYXSVCW,ACC016,PRD002,AGT021,Lost,24-11-2016,22-04-2017,6.55,0,0,Referral,0.17
5INB3ZAZ,ACC019,PRD001,AGT032,Lost,26-05-2017,29-10-2017,2.4,0,0,Inbound,0.06
GHN6UB1H,ACC034,PRD007,AGT008,Won,02-08-2017,11-09-2017,31183.14,26768,1,Referral,0.04
BN7I3CMT,ACC020,PRD003,AGT009,Won,07-10-2016,06-11-2016,37.61,55,1,Partner,0.2
1Q66SLML,ACC023,PRD007,AGT003,Lost,01-05-2017,12-06-2017,2.36,0,0,Referral,0.24
8QLRDFR7,ACC074,PRD004,AGT029,Won,19-08-2017,03-11-2017,2979.19,3393,1,Inbound,0.19
8B4WB5KK,ACC025,PRD004,AGT008,Won,03-06-2017,22-08-2017,4572.1,3393,1,Referral,0.24
1WERCAWZ,ACC023,PRD001,AGT026,Won,07-02-2017,09-05-2017,706.72,550,1,Referral,0.15
4M9QY76B,ACC046,PRD005,AGT021,Lost,08-08-2017,07-10-2017,3.97,0,0,Inbound,0.23
ENVUAW04,ACC018,PRD005,AGT033,Won,11-06-2017,09-10-2017,4602.98,5482,1,Partner,0.17
PZ5R8CJH,ACC010,PRD003,AGT009,Engaging,20-05-2017,,,37.4,0.68,Event,
82C07VMS,ACC052,PRD004,AGT007,Engaging,19-02-2017,,,2273.31,0.67,Partner,
CJ1161D8,ACC027,PRD007,AGT033,Engaging,24-03-2017,,,13651.68,0.51,Partner,
8IFX8AAK,ACC043,PRD004,AGT003,Engaging,29-11-2016,,,2442.96,0.72,Referral,
FIM0OZJS,ACC071,PRD004,AGT006,Lost,11-07-2017,01-11-2017,2.78,0,0,Referral,0.01
G0DK0CB9,ACC053,PRD007,AGT033,Engaging,21-01-2017,,,18737.6,0.7,Referral,
FBXF7CC7,ACC040,PRD004,AGT034,Won,02-07-2017,23-09-2017,2875.8,3393,1,Partner,0.08
TR2DJ2BS,ACC059,PRD007,AGT025,Lost,01-02-2017,05-06-2017,9.76,0,0,Referral,0.01
E5MOCJV2,ACC012,PRD005,AGT012,Lost,02-06-2017,01-09-2017,9.53,0,0,Outbound,0.25
GU5DUT3P,ACC061,PRD004,AGT011,Engaging,19-05-2017,,,2001.87,0.59,Outbound,
XVS1IDPN,ACC037,PRD007,AGT032,Won,20-08-2017,07-12-2017,20913.97,26768,1,Partner,0.23
YRG0J8S1,ACC046,PRD004,AGT006,Engaging,24-12-2016,,,1798.29,0.53,Inbound,
QFG7GX82,ACC015,PRD002,AGT001,Won,18-11-2017,29-12-2017,4458.92,4821,1,Referral,0.1
BSV52I2N,ACC051,PRD001,AGT024,Engaging,15-11-2016,,,346.5,0.63,Event,
OASYKRQL,ACC076,PRD007,AGT034,Won,03-12-2016,21-03-2017,19275.08,26768,1,Referral,0.05
Y4UBWAPU,ACC025,PRD001,AGT024,Won,12-06-2017,29-10-2017,431.32,550,1,Event,0.13
OB53GTS6,ACC062,PRD005,AGT011,Won,23-10-2017,31-12-2017,4372.95,5482,1,Referral,0.15
LBAEIZ0O,ACC071,PRD004,AGT022,Engaging,24-04-2017,,,2714.4,0.8,Inbound,
VXTVNV7I,ACC027,PRD004,AGT031,Lost,20-10-2017,11-12-2017,0.26,0,0,Partner,0.1
NCIUKW96,ACC011,PRD006,AGT009,Lost,11-10-2017,31-12-2017,8.81,0,0,Inbound,0.04
PAB5EJWE,ACC070,PRD003,AGT030,Engaging,11-11-2017,,,41.8,0.76,Outbound,
YATQBRZD,ACC059,PRD005,AGT011,Won,02-03-2017,23-07-2017,5242.56,5482,1,Outbound,0.02
13SRO527,ACC036,PRD001,AGT033,Engaging,12-03-2017,,,302.5,0.55,Inbound,
KAS9CTJ7,ACC002,PRD004,AGT029,Won,17-02-2017,20-06-2017,2747.31,3393,1,Outbound,0.01
FQ6LOQAN,ACC052,PRD006,AGT005,Lost,01-12-2016,27-02-2017,0.18,0,0,Outbound,0.1
J8NN6GEO,ACC055,PRD001,AGT034,Prospecting,22-03-2017,,,148.5,0.27,Referral,
B5D847JE,ACC016,PRD006,AGT005,Engaging,17-07-2017,,,745.28,0.68,Partner,
BD92EFOU,ACC076,PRD007,AGT016,Lost,02-09-2017,21-12-2017,2.09,0,0,Inbound,0.08
J2R0AFML,ACC002,PRD003,AGT014,Lost,12-01-2017,26-06-2017,8.35,0,0,Inbound,0.03
C1AF1XEQ,ACC027,PRD002,AGT019,Lost,09-02-2017,10-06-2017,3.07,0,0,Referral,0.13
UCFPW4L4,ACC041,PRD003,AGT009,Lost,08-04-2017,23-08-2017,4.4,0,0,Referral,0.23
HSHFY7PE,ACC065,PRD001,AGT019,Engaging,07-07-2017,,,407,0.74,Event,
6YE17DR8,ACC083,PRD007,AGT024,Lost,05-03-2017,17-07-2017,8.73,0,0,Inbound,0.06
ENG05NCK,ACC028,PRD004,AGT023,Won,25-10-2016,20-03-2017,2187.88,3393,1,Partner,0.18
44B4V686,ACC061,PRD004,AGT013,Lost,22-10-2017,31-12-2017,1.73,0,0,Outbound,0.01
UQ3668UA,ACC006,PRD007,AGT014,Won,29-04-2017,17-10-2017,30785.57,26768,1,Referral,0.03
X6RAOLK2,ACC037,PRD002,AGT034,Engaging,22-07-2017,,,3615.75,0.75,Inbound,
4P0TQ1VF,ACC075,PRD005,AGT031,Lost,29-08-2017,31-12-2017,8.48,0,0,Outbound,0.06
C5E2IK56,ACC048,PRD003,AGT014,Won,14-08-2017,31-12-2017,57.73,55,1,Inbound,0.2
58LYHLZI,ACC039,PRD001,AGT013,Lost,16-12-2017,31-12-2017,0.83,0,0,Inbound,0.23
DDUHVZ74,ACC019,PRD001,AGT012,Lost,23-12-2016,18-02-2017,4.48,0,0,Outbound,0
KBRJ3OM5,ACC058,PRD004,AGT011,Lost,12-07-2017,28-12-2017,2.06,0,0,Partner,0.06
FSG0KPGW,ACC023,PRD004,AGT023,Won,03-07-2017,18-08-2017,3268.62,3393,1,Referral,0.11
LMM6609W,ACC035,PRD003,AGT001,Won,13-10-2016,09-02-2017,61.5,55,1,Referral,0.14
L0OI4UL2,ACC068,PRD004,AGT030,Won,21-10-2016,09-04-2017,2435,3393,1,Outbound,0.23
M027OBOE,ACC010,PRD007,AGT016,Engaging,27-07-2017,,,14722.4,0.55,Outbound,
XATFX0TE,ACC080,PRD005,AGT002,Lost,22-05-2017,10-07-2017,0.1,0,0,Event,0.16
Y8301443,ACC053,PRD003,AGT033,Engaging,29-01-2017,,,38.5,0.7,Referral,
6P0ISUPO,ACC063,PRD002,AGT002,Won,23-12-2017,31-12-2017,5228.46,4821,1,Inbound,0.2
8KVVQFKK,ACC059,PRD004,AGT032,Won,04-06-2017,01-08-2017,3861.17,3393,1,Inbound,0.05
7ZVDOIG0,ACC013,PRD003,AGT015,Engaging,19-12-2016,,,31.9,0.58,Referral,
2IMITPIE,ACC052,PRD006,AGT001,Won,03-05-2017,20-06-2017,1071.59,1096,1,Outbound,0
J5KQCPQL,ACC072,PRD003,AGT024,Engaging,03-02-2017,,,39.6,0.72,Inbound,
13JFJY1X,ACC029,PRD007,AGT033,Won,21-05-2017,07-11-2017,31262.32,26768,1,Partner,0.02
JZOE6VOC,ACC001,PRD006,AGT018,Won,03-09-2017,21-12-2017,907.61,1096,1,Referral,0.1
KTHI22KE,ACC013,PRD002,AGT012,Engaging,18-08-2017,,,2892.6,0.6,Referral,
WN0Z2VA8,ACC052,PRD003,AGT020,Won,04-12-2016,22-01-2017,55.67,55,1,Inbound,0.17
2O9J2PT2,ACC036,PRD006,AGT019,Lost,07-12-2017,31-12-2017,2.2,0,0,Outbound,0.2
06T4F4BW,ACC070,PRD006,AGT013,Engaging,18-11-2017,,,701.44,0.64,Event,
MIU1ZQ6U,ACC002,PRD001,AGT003,Won,09-04-2017,07-08-2017,679.59,550,1,Partner,0.06
XT2P6O3K,ACC001,PRD003,AGT023,Lost,18-11-2017,31-12-2017,0.73,0,0,Inbound,0.22
V2705MMV,ACC010,PRD007,AGT016,Won,17-11-2016,28-01-2017,27721.53,26768,1,Inbound,0.2
XB4KYSUI,ACC001,PRD004,AGT025,Won,14-03-2017,16-07-2017,3052.84,3393,1,Outbound,0.04
MJ3UGA4A,ACC024,PRD005,AGT010,Lost,25-01-2017,19-05-2017,1.77,0,0,Outbound,0.21
GXTYV2T0,ACC032,PRD006,AGT016,Lost,29-10-2017,31-12-2017,0.23,0,0,Referral,0.24
CYPCXCKZ,ACC083,PRD005,AGT020,Won,29-03-2017,13-05-2017,4855.88,5482,1,Event,0.16
0U6OSB14,ACC040,PRD004,AGT025,Lost,05-09-2017,25-10-2017,1.58,0,0,Outbound,0.07
QVIK7Z5W,ACC020,PRD002,AGT015,Won,24-03-2017,01-09-2017,6695.73,4821,1,Inbound,0.15
UCT5XG2J,ACC024,PRD005,AGT026,Won,29-12-2017,31-12-2017,5778.79,5482,1,Partner,0.09
ZX0V4HTL,ACC083,PRD005,AGT018,Won,08-03-2017,25-07-2017,7224.33,5482,1,Inbound,0.17
BH4GZVP0,ACC006,PRD006,AGT017,Lost,17-08-2017,05-10-2017,8.05,0,0,Event,0.14
F5IILMNU,ACC084,PRD002,AGT009,Lost,09-06-2017,21-09-2017,0.59,0,0,Referral,0.23
NGDQCO3O,ACC021,PRD002,AGT016,Won,06-10-2017,07-11-2017,5937.23,4821,1,Event,0.15
RDLOZFGJ,ACC035,PRD004,AGT026,Won,20-12-2016,22-01-2017,4337.16,3393,1,Inbound,0.05
S8XC7X9M,ACC043,PRD004,AGT007,Won,08-06-2017,28-11-2017,4509.39,3393,1,Inbound,0.18
7PAVSHK8,ACC006,PRD001,AGT012,Lost,09-12-2016,24-03-2017,3.14,0,0,Outbound,0.08
P4VSDQZE,ACC019,PRD001,AGT027,Lost,23-08-2017,31-12-2017,1.56,0,0,Outbound,0.07
CE8J6WX4,ACC037,PRD001,AGT006,Lost,19-09-2017,04-11-2017,9.57,0,0,Outbound,0.1
MWOQP3C0,ACC084,PRD006,AGT020,Won,04-12-2017,31-12-2017,690.29,1096,1,Event,0
DA7908WX,ACC005,PRD005,AGT035,Prospecting,13-05-2017,,,1206.04,0.22,Partner,
00OP2XSI,ACC002,PRD002,AGT010,Won,05-11-2017,15-12-2017,4739.1,4821,1,Referral,0.13
8N9SS2GG,ACC043,PRD001,AGT011,Won,07-06-2017,02-10-2017,621.15,550,1,Inbound,0.19
B4PVKL4V,ACC001,PRD003,AGT030,Lost,01-04-2017,13-07-2017,9.51,0,0,Referral,0.06
SOPYMUCD,ACC023,PRD001,AGT019,Engaging,28-03-2017,,,313.5,0.57,Referral,
AEXEDPM8,ACC056,PRD006,AGT010,Lost,12-07-2017,13-09-2017,4.72,0,0,Outbound,0.14
J6BETACY,ACC019,PRD005,AGT015,Lost,28-07-2017,22-09-2017,3.89,0,0,Event,0.11
ZWW1Y5Y9,ACC037,PRD003,AGT031,Lost,26-11-2016,21-05-2017,7.64,0,0,Inbound,0.24
23XUBHNK,ACC019,PRD004,AGT011,Lost,30-06-2017,17-11-2017,5.1,0,0,Inbound,0.12
Y6W57H4G,ACC021,PRD003,AGT024,Engaging,23-11-2016,,,34.1,0.62,Inbound,
Z78VP1R1,ACC010,PRD001,AGT027,Won,25-03-2017,21-07-2017,481.04,550,1,Partner,0
6KNW7EL3,ACC046,PRD005,AGT001,Won,20-05-2017,20-07-2017,7363.91,5482,1,Referral,0.08
1HWE7WFA,ACC076,PRD001,AGT032,Lost,17-05-2017,08-07-2017,4,0,0,Outbound,0.22
DNM0SIE2,ACC005,PRD004,AGT010,Won,06-12-2017,31-12-2017,3655.2,3393,1,Inbound,0.19
PCRZKNG9,ACC008,PRD004,AGT008,Engaging,15-05-2017,,,1798.29,0.53,Inbound,
NDKQ6ZL8,ACC026,PRD002,AGT025,Won,13-04-2017,11-09-2017,4974.04,4821,1,Inbound,0.23
036KT12L,ACC050,PRD003,AGT005,Won,01-11-2017,31-12-2017,47.39,55,1,Outbound,0.12
7O6D5KGQ,ACC030,PRD003,AGT029,Lost,06-11-2017,15-12-2017,2.35,0,0,Inbound,0.14
R0BVOKX5,ACC046,PRD007,AGT011,Prospecting,04-03-2017,,,3747.52,0.14,Inbound,
NT5HSC17,ACC058,PRD004,AGT033,Won,05-02-2017,10-04-2017,3638.34,3393,1,Partner,0.16
3AL6E3SN,ACC014,PRD002,AGT003,Won,07-05-2017,07-10-2017,4537.86,4821,1,Outbound,0.08
2J89PJS2,ACC008,PRD004,AGT019,Engaging,24-09-2017,,,2578.68,0.76,Referral,
P9QK0608,ACC081,PRD005,AGT011,Won,21-07-2017,18-12-2017,5943.81,5482,1,Inbound,0.24
JISP4M11,ACC004,PRD003,AGT011,Engaging,14-11-2017,,,35.75,0.65,Outbound,
11JUMNZR,ACC049,PRD003,AGT013,Lost,28-12-2017,31-12-2017,9.2,0,0,Outbound,0.03
T2BBOE78,ACC081,PRD006,AGT009,Won,05-10-2017,31-12-2017,874.38,1096,1,Inbound,0.01
HF287VKZ,ACC022,PRD006,AGT025,Won,17-04-2017,20-07-2017,1373.96,1096,1,Inbound,0.08
438BC5GW,ACC064,PRD005,AGT010,Lost,05-02-2017,01-08-2017,7.94,0,0,Partner,0.1
2GH3YGMU,ACC027,PRD001,AGT009,Won,04-10-2017,31-12-2017,614.51,550,1,Event,0.02
Z8U3OTIX,ACC062,PRD002,AGT021,Prospecting,23-09-2017,,,867.78,0.18,Inbound,
WHH5TZUK,ACC076,PRD003,AGT033,Lost,08-08-2017,17-10-2017,4.12,0,0,Outbound,0.15
ZO2GPQUG,ACC065,PRD001,AGT001,Won,16-10-2017,05-12-2017,548.97,550,1,Event,0.19
XR82JXGD,ACC020,PRD005,AGT007,Won,21-12-2016,06-03-2017,7247.23,5482,1,Inbound,0.24
K7G7KAT5,ACC071,PRD001,AGT018,Engaging,27-06-2017,,,297,0.54,Referral,
ZF7MU0A2,ACC068,PRD005,AGT035,Lost,31-12-2016,08-04-2017,8.64,0,0,Event,0.03
PWRX2PSM,ACC029,PRD004,AGT001,Won,20-05-2017,08-11-2017,3293.6,3393,1,Event,0.02
XQHB4747,ACC034,PRD002,AGT024,Lost,17-07-2017,14-10-2017,4.79,0,0,Outbound,0.19
C4A0M0MP,ACC060,PRD006,AGT015,Won,23-06-2017,21-11-2017,854.85,1096,1,Inbound,0.16
H5QIYLDE,ACC052,PRD002,AGT025,Lost,21-11-2017,31-12-2017,8.41,0,0,Inbound,0.04
0USIIYBK,ACC056,PRD007,AGT032,Won,04-11-2016,30-12-2016,27928.49,26768,1,Partner,0.06
ZDZ3R42J,ACC021,PRD006,AGT011,Lost,14-01-2017,25-05-2017,0.97,0,0,Event,0.19
BJJWONUD,ACC004,PRD001,AGT018,Won,21-12-2016,22-02-2017,501.66,550,1,Referral,0.14
8Z9HN5I4,ACC032,PRD007,AGT031,Won,06-11-2017,31-12-2017,16878.85,26768,1,Partner,0.15
NGUWAOOL,ACC022,PRD007,AGT001,Won,11-06-2017,19-10-2017,27494.09,26768,1,Referral,0.05
RVLKCTUD,ACC031,PRD005,AGT005,Lost,02-06-2017,07-09-2017,2.5,0,0,Referral,0.16
RLJ98JBN,ACC027,PRD001,AGT033,Engaging,20-12-2017,,,291.5,0.53,Partner,
2P3DOK0F,ACC066,PRD004,AGT019,Engaging,12-12-2016,,,2171.52,0.64,Referral,
U7NI0EAG,ACC017,PRD006,AGT005,Lost,18-12-2017,31-12-2017,9.19,0,0,Outbound,0.18
HK76LR5D,ACC009,PRD005,AGT014,Lost,23-11-2016,13-04-2017,3.55,0,0,Inbound,0.14
UH6DV6M5,ACC016,PRD004,AGT033,Lost,02-06-2017,18-11-2017,3.87,0,0,Referral,0.17
392CFBHB,ACC002,PRD005,AGT035,Lost,21-07-2017,01-09-2017,4.43,0,0,Outbound,0.12
EKAVC65X,ACC052,PRD001,AGT033,Won,20-09-2017,01-12-2017,702.67,550,1,Inbound,0.06
L9QOEJGU,ACC070,PRD004,AGT032,Won,08-11-2017,21-12-2017,3104.36,3393,1,Partner,0.22
W9OVPZPI,ACC008,PRD003,AGT017,Engaging,18-10-2016,,,37.4,0.68,Referral,
R1A6LDIU,ACC046,PRD005,AGT031,Engaging,06-08-2017,,,2795.82,0.51,Event,
USPXZ2SQ,ACC015,PRD006,AGT013,Won,08-05-2017,12-07-2017,1399.21,1096,1,Inbound,0.25
9EIXYJKC,ACC029,PRD007,AGT030,Lost,21-05-2017,24-07-2017,7.36,0,0,Referral,0.25
7CP1RMIQ,ACC059,PRD004,AGT035,Won,09-12-2017,31-12-2017,3826.77,3393,1,Inbound,0.15
N78ZY7D2,ACC083,PRD007,AGT035,Lost,02-11-2016,16-02-2017,8.16,0,0,Event,0.01
6PTI6016,ACC026,PRD006,AGT023,Lost,12-08-2017,16-11-2017,9,0,0,Inbound,0.1
K9QTQATI,ACC049,PRD001,AGT001,Lost,15-08-2017,16-11-2017,3.88,0,0,Referral,0.23
62S9AY68,ACC008,PRD002,AGT016,Won,12-12-2016,02-06-2017,3687.8,4821,1,Partner,0.07
G75GTMZY,ACC021,PRD007,AGT019,Won,23-09-2017,31-12-2017,33990.34,26768,1,Outbound,0.25
QP9G07MR,ACC022,PRD007,AGT002,Engaging,24-02-2017,,,19808.32,0.74,Event,
EMWKLI48,ACC061,PRD007,AGT013,Lost,28-02-2017,07-06-2017,1.13,0,0,Partner,0.14
RG905JJP,ACC014,PRD006,AGT022,Won,29-11-2016,31-12-2016,1091.76,1096,1,Inbound,0.13
YPPXDOY0,ACC072,PRD005,AGT016,Engaging,16-08-2017,,,3563.3,0.65,Inbound,
XBB9PDUN,ACC058,PRD003,AGT006,Lost,11-11-2016,18-02-2017,1.49,0,0,Inbound,0.24
8EPTKZL0,ACC048,PRD003,AGT014,Engaging,21-12-2017,,,29.7,0.54,Inbound,
A3NECEQG,ACC037,PRD006,AGT008,Won,04-04-2017,07-07-2017,1437.81,1096,1,Partner,0.06
FOIIEKKC,ACC083,PRD003,AGT032,Won,14-05-2017,08-07-2017,40.14,55,1,Event,0.1
R9AUPQXE,ACC048,PRD003,AGT021,Lost,20-09-2017,20-12-2017,6.49,0,0,Inbound,0.18
P8G8HL49,ACC027,PRD002,AGT020,Lost,24-08-2017,31-12-2017,3.03,0,0,Outbound,0.07
03DU9LUF,ACC028,PRD002,AGT017,Prospecting,06-12-2016,,,964.2,0.2,Outbound,
W77VZUE7,ACC002,PRD004,AGT002,Engaging,05-12-2017,,,1832.22,0.54,Inbound,
FLMM2R0R,ACC045,PRD006,AGT026,Won,05-01-2017,10-02-2017,1521,1096,1,Outbound,0.07
9YG6P388,ACC084,PRD003,AGT003,Won,01-02-2017,29-03-2017,54.28,55,1,Outbound,0.04
ZW2RM8WG,ACC032,PRD007,AGT021,Lost,13-10-2017,31-12-2017,4.1,0,0,Outbound,0.03
RQ3D13SH,ACC048,PRD005,AGT022,Lost,22-01-2017,05-03-2017,1.62,0,0,Referral,0.08
1A45J0LG,ACC038,PRD006,AGT029,Prospecting,05-10-2016,,,241.12,0.22,Referral,
VXMF3T5L,ACC085,PRD003,AGT011,Won,16-06-2017,10-08-2017,38.15,55,1,Inbound,0.02
WQ7BKPSD,ACC079,PRD006,AGT011,Won,22-08-2017,31-12-2017,1306.3,1096,1,Partner,0.05
E7KPVIAL,ACC011,PRD005,AGT031,Won,11-02-2017,15-05-2017,4234.98,5482,1,Referral,0.07
GSE4ZCPR,ACC042,PRD002,AGT010,Lost,30-10-2017,21-12-2017,2.39,0,0,Partner,0.15
O3NMMKN0,ACC001,PRD005,AGT013,Lost,16-10-2016,22-12-2016,9.13,0,0,Outbound,0.19
A4JV6Y2A,ACC033,PRD002,AGT034,Engaging,28-12-2017,,,3615.75,0.75,Partner,
E7MPD3C5,ACC025,PRD007,AGT010,Engaging,01-10-2016,,,20611.36,0.77,Partner,
XD5FRU1M,ACC048,PRD001,AGT016,Won,22-10-2016,24-02-2017,750.21,550,1,Outbound,0.16
W9KBQZ51,ACC064,PRD005,AGT032,Won,29-03-2017,24-09-2017,4014.16,5482,1,Outbound,0.16
56RHCPFS,ACC059,PRD002,AGT001,Won,12-12-2017,31-12-2017,6395.77,4821,1,Event,0.13
6KPS5EPA,ACC031,PRD006,AGT014,Lost,22-11-2017,31-12-2017,9.05,0,0,Referral,0.09
1EXWZIBG,ACC027,PRD003,AGT013,Won,02-02-2017,17-05-2017,36.23,55,1,Event,0.2
21HJ6SQ1,ACC008,PRD006,AGT005,Won,13-04-2017,15-09-2017,1310.87,1096,1,Partner,0.09
94DGZAEJ,ACC076,PRD006,AGT029,Won,26-03-2017,10-05-2017,880.89,1096,1,Referral,0.06
PERIH0YU,ACC067,PRD006,AGT002,Won,15-12-2017,31-12-2017,971.1,1096,1,Inbound,0.08
S5MKZ7S3,ACC040,PRD005,AGT031,Won,05-12-2016,05-01-2017,3668.28,5482,1,Inbound,0.11
7R9K0I14,ACC078,PRD003,AGT032,Won,19-08-2017,31-12-2017,56.03,55,1,Event,0.05
G9DYM3ZT,ACC009,PRD003,AGT006,Lost,07-08-2017,31-12-2017,1.82,0,0,Outbound,0.15
NGCJM7AL,ACC060,PRD007,AGT035,Won,09-11-2016,14-01-2017,17795.45,26768,1,Inbound,0.22
